id,comment,comment_ko
22606,Long-lasting scent with good sillage,향이 오래 지속되고 확산력도 좋습니다.
22607,Attractive to fans of oriental perfumes,동양 향수 애호가들에게 매력적입니다.
22608,Cornubia is a beautiful retro Neroli Heliotrope blend,코르누비아(Cornubia)는 아름다운 복고풍 네롤리 헬리오트로프 블렌드입니다.
22609,The Different Company,다른 회사
22610,Fresh and clean,신선하고 깨끗함
22611,Best rendition of Shiso leaves,시소 잎을 가장 잘 표현한 작품
22612,Beautiful composition,아름다운 구도
22613,Decent sillage and longevity,적당한 확산력과 지속력
22614,Great for spring,봄에 사용하기 좋아요
22615,A must-have,꼭 필요한 제품
22616,Fantastic dark green scent,환상적인 짙은 녹색 향
22617,Complex and elegant scent with powdery aspect,파우더리한 느낌이 가미된 복합적이고 우아한 향
22618,Captures the elegance of fine leather,고급 가죽의 우아함을 담아냈습니다.
22619,Floral and resin notes add to the fragrance,꽃향과 수지향이 더해져 향이 더욱 풍부해집니다.
22620,Exquisite fragrance with a present leather note,가죽 향이 은은하게 감도는 고급스러운 향
22621,Reminds of old money and history,옛 부자들과 역사를 떠올리게 한다
22622,Chanel DNA with extra woody note,샤넬 DNA에 우디 노트가 더해졌습니다.
22623,Loud and strong woody aspect added for better strength,강렬하고 웅장한 목재 질감을 더해 강도를 높였습니다.
22624,A questionable Eau de Parfum label as it is not much stronger than the EDT,"오 드 퍼퓸이라는 명칭은 다소 의심스러운데, 오 드 투알렛보다 향이 크게 강하지 않기 때문입니다."
22625,Great fresh and clean scent,상쾌하고 깨끗한 향
22626,Long lasting,오래 지속되는
22627,Excellent fig fragrance,훌륭한 무화과 향
22628,Suitable for summer,여름에 적합
22629,Unforgettable and unique character,잊을 수 없고 독특한 캐릭터
22630,Suitable for both men and women,남녀 모두에게 적합합니다
22631,High projection,높은 투영
22632,Sweet and fruity scent,달콤하고 과일향이 나는 향
22633,Van Cleef & Arpels,반 클리프 앤 아펠
22634,Young and floral scent,젊고 꽃향기 나는 향
22635,Perfect for warm weather and spring/summer occasions,따뜻한 날씨와 봄/여름 행사에 안성맞춤입니다.
22636,Luxurious bottle design,고급스러운 병 디자인
22637,Romantic and sensual,로맨틱하고 관능적인
22638,Complex and not too sweet,복합적인 맛과 지나치게 달지 않은 맛
22639,Fresh and citrusy opening,상큼하고 시트러스 향이 나는 오프닝
22640,Long-lasting,오래 지속되는
22641,Penhaligon's,펜할리곤스
22642,Great daytime scent that is not cloying or soapy,"과하지 않고 비누 향 같지 않은, 낮에 사용하기 좋은 향입니다."
22643,Authentic natural rose scent,진짜 천연 장미 향
22644,Elegant rose fragrance,우아한 장미 향기
22645,Unique rosy woody nutty fragrance,"장미향과 나무향, 견과류향이 어우러진 독특한 향"
22646,Complex without losing its rosiness,화려함을 잃지 않으면서도 복잡한 구성
22647,"Dewy, fresh and crisp",촉촉하고 신선하고 상쾌한
22648,"Perfectly nutty with hazelnut, violet, and orris undertones","헤이즐넛, 바이올렛, 아이리스 향이 은은하게 어우러진 완벽한 견과류 향."
22649,The top notes and Ebony woods at drydown are pleasant.,탑 노트와 드라이다운 단계에서 느껴지는 에보니 우드 향은 기분 좋습니다.
22650,The bottle is innovative.,이 병은 혁신적입니다.
22651,Can be worn by mature guys or young adults in a formal setting.,중년 남성이나 젊은 성인이 격식 있는 자리에서 착용할 수 있습니다.
22652,Can be found for around $20.,약 20달러 정도에 구할 수 있습니다.
22653,Fresh and sensual.,신선하고 관능적이다.
22654,Longevity of 8 to 10 hours.,지속 시간은 8~10시간입니다.
22655,The fragrance is unique and divine.,그 향기는 독특하고 황홀하다.
22656,Appropriate for any occasion except summertime.,여름철을 제외한 모든 상황에 적합합니다.
22657,Marc Jacobs,마크 제이콥스
22658,"Elegant, cozy, uplifting, sensual, clean and casual at the same time","우아하고, 아늑하고, 활기차고, 관능적이면서도 깔끔하고 캐주얼한 느낌을 동시에 지닌"
22659,"Fresh floral scent with green, fruity, and creamy notes","싱그러운 꽃향기에 푸른 잎, 과일, 크리미한 향이 어우러진 향입니다."
22660,Beautiful balance between fresh and sweet,신선함과 달콤함의 아름다운 조화
22661,Great for daytime wear to work,낮에 직장에서 입기 좋습니다.
22662,"Dreamy, warm, creamy, sweet, sparkling and almost edible scent",몽환적이고 따뜻하며 부드럽고 달콤하며 반짝이고 마치 먹고 싶을 만큼 매력적인 향
22663,"Suitable for a professional, busy woman who needs a break from her daily life",일상에서 벗어나 휴식이 필요한 바쁜 전문직 여성에게 적합합니다.
22664,Moderate longevity and close to skin silage,적당한 수명과 피부와 가까운 사일리지
22665,Underrated fragrance,과소평가된 향수
22666,Great performance,훌륭한 공연
22667,Unique yet familiar,독특하면서도 친숙한
22668,Good budget offering,가성비 좋은 상품
22669,Reliable for occasions,다양한 상황에 믿을 수 있는 제품입니다.
22670,Spicy and leathery,매콤하고 가죽 같은
22671,Phenomenal smell,놀라운 냄새
22672,Not as expected,예상과 다릅니다
22673,Lattafa Perfumes,라타파 향수
22674,Fragram Photos,프래그램 사진
22675,Perfume Pyramid,향수 피라미드
22676,Designer Lattafa Perfumes,디자이너 라타파 향수
22677,Khamrah Qahwa,캄라 카흐와
22678,Bade'e Al Oud Honor & Glory,바데 알 우드 명예와 영광
22679,Fakhar Black,파카르 블랙
22680,Qaed Al Fursan,카에드 알 푸르산
22681,St횄짤phane Humbert Lucas 777,스테판 험버트 루카스 777
22682,Craftsmanship of high order,뛰어난 장인정신
22683,Gorgeous balsamic beauty,아름다운 발사믹 향
22684,"Hypnotic, mysterious, captivating scent",최면을 거는 듯 신비롭고 매혹적인 향기
22685,Reflective and spiritual,사색적이고 영적인
22686,Noble and self-assured character,고귀하고 자신감 넘치는 성격
22687,Multi-personality life cycle,다중 인격 생활 주기
22688,Evokes incense burned in mosques,모스크에서 피우는 향을 떠올리게 합니다.
22689,Boadicea the Victorious,승리자 보디세아
22690,"Lovely, soft, elegant rose scent",사랑스럽고 부드럽고 우아한 장미 향
22691,"Similar to Tom Ford Noir de Noir, but more natural leaning","톰 포드 느와르 드 느와르와 비슷하지만, 좀 더 자연스러운 느낌입니다."
22692,Haunting scent that lingers for days,며칠 동안 은은하게 남는 잊히지 않는 향기
22693,Unisex and perfect for first good impression or romantic scenarios,"남녀 공용이며, 좋은 첫인상을 남기거나 로맨틱한 상황에 안성맞춤입니다."
22694,Fresh dewy rose with substance,"싱싱하고 촉촉한, 풍부한 질감의 장미"
22695,Moderate sillage and good longevity,적당한 확산력과 우수한 지속력
22696,Woody musk comes out after a couple of hours,우디 머스크 향은 몇 시간 후에 나옵니다.
22697,Maitre Parfumeur et Gantier,마이트르 파르푸메르 에 간티에
22698,Buy this fragrance atLuckyScent,LuckyScent에서 이 향수를 구매하세요.
22699,One of the best amber fragrances available,시중에서 구할 수 있는 최고의 앰버 향수 중 하나
22700,High quality and luxurious,고품질과 고급스러움
22701,Warm and comforting scent,따뜻하고 편안한 향
22702,Intoxicating and addictive,취하게 하고 중독성이 있는
22703,Long-lasting and strong scent,오래 지속되고 강렬한 향
22704,Perfectly balanced sweetness,완벽하게 균형 잡힌 단맛
22705,Lolita Lempicka,롤리타 렘피카
22706,Unique and unconventional floriental fragrance,독특하고 색다른 플로리엔탈 향수
22707,Close sillage and around 5 to 6 hours longevity,향의 확산력은 약하고 지속 시간은 5~6시간 정도입니다.
22708,Great lasting power for an EDT,EDT치고는 지속력이 훌륭합니다.
22709,Good for warm weather,따뜻한 날씨에 좋습니다
22710,Well-balanced with irresistable spicy flowers,매혹적인 스파이시 플라워 향과 균형 잡힌 조화
22711,Adorable bottle design,사랑스러운 병 디자인
22712,"Soft, feminine, and energetic","부드럽고, 여성스럽고, 활기 넘치는"
22713,Soft and feminine scent,부드럽고 여성스러운 향
22714,Sparkling and fresh fragrance,상쾌하고 산뜻한 향기
22715,Perfect for springtime,봄에 딱 좋아요
22716,Chic and elegant,세련되고 우아함
22717,Good option for a daytime scent,낮에 뿌리기 좋은 향수입니다.
22718,Expertly blended rose and lily of the valley,장미와 은방울꽃이 전문적으로 조화롭게 어우러진 향
22719,Refreshing and fruity,상큼하고 과일향이 나요
22720,Wonderful peach notes,훌륭한 복숭아 향
22721,"Gives a warm, sunny feeling",따뜻하고 화창한 느낌을 줍니다
22722,Perfect for spring and summer,봄과 여름에 딱 좋아요
22723,Refreshing and light scent,상쾌하고 가벼운 향
22724,Fruity and floral opening,과일향과 꽃향이 어우러진 시작
22725,Long-lasting fragrance,오래 지속되는 향기
22726,Grounded by a salty vanilla base,짭짤한 바닐라 베이스로 균형을 맞췄습니다.
22727,Suitable for both masculine and feminine tastes,남성과 여성 모두의 취향에 적합합니다.
22728,Subtle and not overpowering,은은하고 과하지 않다
22729,Buy Houbigant atLuckyScent,럭키센트에서 후비강을 구매하세요
22730,Nice Iris note,나이스 아이리스 노트
22731,Subtle green and clean musk,은은한 초록빛과 깨끗한 머스크 향
22732,High-quality perfumery,고품질 향수
22733,Beautiful mixed floral bouquet,아름다운 혼합 꽃다발
22734,"Supple, round and nuanced iris note",부드럽고 둥글며 섬세한 아이리스 향
22735,Soft projector,소프트 프로젝터
22736,Notable lushness,눈에 띄는 풍성함
22737,Affordable and great quality,저렴하면서도 품질이 훌륭합니다
22738,A must-have for fragrance collectors,향수 수집가라면 반드시 소장해야 할 제품입니다.
22739,Dated but classic,오래됐지만 고전적인
22740,Rich and resinous scent,풍부하고 수지향이 나는 향
22741,Unpretentious and virile,꾸밈없고 정력적인
22742,"Very green, with notes of cannabis, bergamot, lemon, chamomile, galbanum, basil, pine and almond heart, violet, jasmine, ylang ylang, lily of the valley, carnation, hyacinth and orange","매우 푸르른 향에 대마초, 베르가못, 레몬, 캐모마일, 갈바넘, 바질, 소나무, 아몬드 향이 어우러지고, 바이올렛, 자스민, 일랑일랑, 은방울꽃, 카네이션, 히아신스, 오렌지 향이 느껴집니다."
22743,Suitable for strong personalities,강한 개성을 가진 사람들에게 적합합니다.
22744,Projection monster,투영 괴물
22745,Lovely old-school scent,사랑스러운 옛날 향기
22746,Elegant and classy,우아하고 고급스럽다
22747,Stunning bottle design,놀라운 병 디자인
22748,Interesting and pretty,흥미롭고 예쁘네요
22749,Classic and timeless,클래식하고 시대를 초월하는
22750,Impossibly feminine,믿을 수 없을 정도로 여성스럽다
22751,Moderate sillage and great lasting power,적당한 확산력과 뛰어난 지속력
22752,Discontinued fragrance,단종된 향수
22753,Impressive sillage for a second skin perfume,피부에 착 감기는 향수임에도 불구하고 인상적인 확산력을 자랑합니다.
22754,Woody but fresh and clean aroma,나무 향이 나면서도 신선하고 깨끗한 향
22755,Long-wearing and unisex,오래 사용할 수 있고 남녀 공용입니다.
22756,"Atmospheric, airy and easy to wear","분위기 있고, 산뜻하며, 편하게 입을 수 있습니다."
22757,Lasts up to 13 hours on the skin,피부에 최대 13시간 동안 지속됩니다.
22758,Sophisticated and well-composed scent,세련되고 조화로운 향
22759,Muscular woodiness with natural earthy musk,탄탄한 우디 향과 자연스러운 흙내음이 어우러진 머스크 향
22760,Reminiscent of top quality Arabian fragrances,최고급 아라비아 향수를 떠올리게 합니다.
22761,Antonio Banderas,안토니오 반데라스
22762,Affordable price,합리적인 가격
22763,Fresh and aquatic scent,신선하고 물처럼 맑은 향
22764,Ideal for summer,여름에 딱 좋아요
22765,Suitable for masculine and unisex gender stereotypes,남성적 및 중성적 성별 고정관념에 적합합니다.
